z_over_D,dilution
54.53823272837317,13.434709732468752
54.806927505467975,13.495972036580557
55.076847536761974,13.557513697180205
55.34799840949702,13.619335988138523
55.62038573639396,13.681440189135268
55.894015155768756,13.743827585685583
56.16889233164929,13.806499469166653
56.44502295389258,13.86945713684441
56.72241273830261,13.932701891900404
57.001067426748634,13.996235043458757
57.28099278728407,14.060057906613292
57.562194614265906,14.124171802454722
57.84467872847466,14.188578058098019
58.128450977234905,14.25327800670989
58.41351723453632,14.318272987536359
58.69988340115529,14.38356434593048
58.98755540477706,14.449153433380234
59.27653920011852,14.515041607536435
59.56684076905141,14.58123023224091
59.858466120726234,14.647720677554666
60.1514212916966,14.714514319786288
60.44571234604424,14.781612541520408
60.74134537550458,14.849016731646365
61.0383264995928,14.916728285386894
61.33666186573059,14.98474860432705
61.63635764937339,15.05307909644322
61.93742005413822,15.12172117613227
62.239855311932196,15.190676264240773
62.543669683081475,15.259945788094504
62.848869456460925,15.329531181527928
63.155460949624285,15.399433884913893
63.463450508935,15.46965534519347
63.77284450969756,15.540197015905859
64.08364935628958,15.611060357218541
64.39587148229434,15.682246835957429
64.70951735063397,15.753757925637304
65.02459345370332,15.825595106492278
65.34110631350428,15.897759865506432
65.65906248178095,15.97025369644461
65.97846854015519,16.043078099883356
66.29933110026289,16.116234583241962
66.62165680389091,16.18972466081363
66.94545232311457,16.263549853796917
67.27072436043576,16.337711690327126
67.59747964892176,16.412211705508007
67.92572495234465,16.48705144144349
68.2554670653213,16.562232447269636
68.58671281345407,16.637756279186707
68.91946905347214,16.71362450049134
69.25374267337351,16.789838681608963
69.58954059256753,16.866400400126267
69.92686976201828,16.943311240823885
70.26573716438836,17.020572795709178
70.60614981418355,17.098186664049198
70.94811475789807,17.176154452403825
71.29163907416036,17.254477774658955
71.63672987387979,17.333158252059985
71.98339430039375,17.412197513245307
72.33163952961569,17.491597194280093
72.68147277018357,17.571358938690096
73.03290126360926,17.6514843974957
73.3859322844283,17.731975229246135
73.74057314035073,17.812833100053727
74.0968311724122,17.89405968362845
74.45471375512608,17.975656661312573
74.81422829663617,18.05762572211545
75.17538223887006,18.13996856274846
75.53818305769315,18.22268688766019
75.90263826306357,18.305782409071657
76.2687553991876,18.38925684701181
76.63654204467589,18.473111929353067
77.00600581270044,18.557349391847158
77.37715435115209,18.64197097816101
77.74999534279907,18.72697843991287
78.12453650544596,18.812373536708513
78.50078559209352,18.898158036177755
78.87875039109923,18.984333714010965
79.25843872633857,19.07090235399585
79.639858457367,19.157865748054427
80.0230174795827,19.245225696280023
80.40792372439013,19.33298400697464
80.79458515936416,19.421142496686315
81.1830097884151,19.509702990246765
81.57320565195447,19.598667320809138
81.96518082706137,19.688037329885994
82.35894342764992,19.777814867387406
82.75450160463711,19.86800179165924
83.15186354611166,19.95859996952165
83.55103747750353,20.049611276307722
83.95203166175428,20.141037595902286
84.35485439948818,20.23288082078093
84.75951402918403,20.325142852049147
85.1660189273479,20.41782559948173
85.5743775086866,20.51093098156227
85.98459822628179,20.604460925522904
86.39668957176521,20.69841736738419
86.81066007549435,20.79280225199519
87.22651830672926,20.88761753307373
87.64427287380985,20.982865173246868
88.06393242433425,21.078547144091498
88.48550564533785,21.174665426175146
88.90900126347317,21.271222009097034
89.33442804519062,21.368218891529192
89.76179479692001,21.46565808125791
90.19111036525294,21.563541595225253
90.62238363712594,21.66187145957081
91.05562354000455,21.760649709673675
91.49083904206825,21.859878390194556
91.92803915239601,21.95955955511812
92.36723292115309,22.059695267795497
92.80842943977824,22.160287600987004
93.25163784117211,22.26133863690506
93.69686729988635,22.362850467257285
94.14412703231355,22.464825193289805
94.5934262968782,22.567264925830763
95.04477439422837,22.670171785333977
95.4981806674283,22.773547901922875
95.95365450215196,22.877395415434616
96.41120532687735,22.98171647546432
96.87084261308179,23.086513241409627
97.33257587543811,23.19178788251537
97.79641467201162,23.29754257791849
98.26236860445812,23.403779516693188
98.73044731822273,23.51050089789616
99.20066050273962,23.617708930612196
99.67301789163277,23.725405833999876
100.14752926291742,23.833593837337546
100.62420443920271,23.942275180069444
101.10305328789504,24.05145211185204
101.58408572140242,24.161126892600635
102.0673116973398,24.27130179253618
102.55274121873532,24.381979092232203
103.0403843342374,24.4931610826621
103.53025113832294,24.60485006524647
104.02235177150637,24.717048351900868
104.51669642054964,24.829758265083584
105.0132953186732,24.94298213784378
105.51215874576803,25.05672231386971
106.01329702860843,25.17098114753737
106.51672054106604,25.2857610039591
107.02243970432454,25.40106425903266
107.53046498709566,25.516893299490313
108.0408069058359,25.633250522948373
108.55347602496437,25.750138337956688
109.06848295708164,25.867559164048643
109.58583836318951,25.98551543179114
110.10555295291186,26.104009582834994
110.62763748471644,26.223044069965464
111.15210276613776,26.342621357152993
111.67895965400088,26.462743919604254
112.20821905464635,26.583414243813404
112.73989192415605,26.704634827613557
113.27398926858022,26.826408180228434
113.8105221441653,26.94873682232446
114.34950165758312,27.071623286062778
114.89093896616076,27.195070115151786
115.43484527811187,27.319079864899756
115.9812318527686,27.44365510226778
116.53011000081509,27.568798405922777
117.08149108452153,27.69451236629113
117.63538651797968,27.820799585612065
118.19180776733923,27.947662677991662
118.75076635104534,28.07510426945695
119.31227384007722,28.2031269980103
119.87634185818787,28.331733513683957
